pergunta,provedor,marca,posicao,posicao_diff,sentimento,citada,familia,categoria
Quais air fryers têm controle preciso de temperatura para confeitaria?,Perplexity,Consul,,,,0,nao classificado,coccao
Quais air fryers têm controle preciso de temperatura para confeitaria?,Perplexity,Brastemp,,,,0,nao classificado,coccao
Quais air fryers têm controle preciso de temperatura para confeitaria?,Perplexity,Midea,,,,0,nao classificado,coccao
Quais air fryers têm controle preciso de temperatura para confeitaria?,Perplexity,Samsung,,,,0,nao classificado,coccao
Quais aquecedores de ambiente são mais econômicos para inverno leve?,All AI Platforms,Electrolux,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,All AI Platforms,Consul,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,All AI Platforms,Brastemp,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,All AI Platforms,Midea,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,All AI Platforms,Samsung,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Gemini,Electrolux,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Gemini,Consul,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Gemini,Brastemp,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Gemini,Midea,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Gemini,Samsung,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Google AI Mode,Electrolux,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Google AI Mode,Consul,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Google AI Mode,Brastemp,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Google AI Mode,Midea,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Google AI Mode,Samsung,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Perplexity,Electrolux,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Perplexity,Midea,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,ChatGPT,Electrolux,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,ChatGPT,Midea,,,,0,nao classificado,sem categoria
Quais aquecedores de ambiente são mais econômicos para inverno leve?,ChatGPT,Samsung,,,,0,nao classificado,sem categoria
Quais aspiradores são mais eficientes para pelos de pets?,ChatGPT,Electrolux,1.0,+2.0,100%,1,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,ChatGPT,Consul,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,ChatGPT,Brastemp,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,ChatGPT,Midea,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,ChatGPT,Samsung,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,All AI Platforms,Electrolux,1.5,,83%,1,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,All AI Platforms,Consul,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,All AI Platforms,Brastemp,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,All AI Platforms,Midea,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,All AI Platforms,Samsung,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Gemini,Electrolux,2.0,0.0,75%,1,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Gemini,Consul,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Gemini,Brastemp,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Gemini,Midea,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Gemini,Samsung,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Google AI Mode,Electrolux,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Google AI Mode,Consul,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Google AI Mode,Brastemp,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Google AI Mode,Midea,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Google AI Mode,Samsung,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Perplexity,Electrolux,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Perplexity,Consul,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Perplexity,Brastemp,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Perplexity,Midea,,,,0,nao classificado,aspirador
Quais aspiradores são mais eficientes para pelos de pets?,Perplexity,Samsung,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,All AI Platforms,Electrolux,1.0,,100%,1,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,All AI Platforms,Consul,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,All AI Platforms,Brastemp,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,All AI Platforms,Midea,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,All AI Platforms,Samsung,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Gemini,Electrolux,1.0,new,0%,1,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Gemini,Consul,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Gemini,Brastemp,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Gemini,Midea,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Gemini,Samsung,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,ChatGPT,Electrolux,1.0,new,100%,1,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,ChatGPT,Consul,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,ChatGPT,Brastemp,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,ChatGPT,Midea,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,ChatGPT,Samsung,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Google AI Mode,Electrolux,,lost,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Google AI Mode,Consul,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Google AI Mode,Brastemp,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Google AI Mode,Midea,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Google AI Mode,Samsung,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Perplexity,Electrolux,,lost,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Perplexity,Consul,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Perplexity,Brastemp,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Perplexity,Midea,,,,0,nao classificado,aspirador
Quais aspiradores são mais práticos para apartamentos pequenos?,Perplexity,Samsung,,lost,,0,nao classificado,aspirador
Quais cafeteiras automáticas preparam espresso consistente em casa?,All AI Platforms,Electrolux,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,All AI Platforms,Consul,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,All AI Platforms,Brastemp,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,All AI Platforms,Midea,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,All AI Platforms,Samsung,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Gemini,Electrolux,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Gemini,Consul,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Gemini,Brastemp,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Gemini,Midea,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Gemini,Samsung,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Perplexity,Electrolux,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Perplexity,Midea,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,ChatGPT,Electrolux,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,ChatGPT,Midea,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,ChatGPT,Samsung,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Google AI Mode,Electrolux,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Google AI Mode,Consul,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Google AI Mode,Brastemp,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Google AI Mode,Midea,,,,0,nao classificado,sem categoria
Quais cafeteiras automáticas preparam espresso consistente em casa?,Google AI Mode,Samsung,,,,0,nao classificado,sem categoria
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,All AI Platforms,Electrolux,1.0,,0%,1,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,All AI Platforms,Consul,2.0,,50%,1,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,All AI Platforms,Brastemp,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,All AI Platforms,Midea,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,All AI Platforms,Samsung,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,ChatGPT,Electrolux,1.0,new,0%,1,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,ChatGPT,Consul,2.0,new,50%,1,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,ChatGPT,Brastemp,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,ChatGPT,Midea,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,ChatGPT,Samsung,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Gemini,Electrolux,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Gemini,Consul,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Gemini,Brastemp,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Gemini,Midea,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Gemini,Samsung,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Google AI Mode,Electrolux,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Google AI Mode,Consul,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Google AI Mode,Brastemp,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Google AI Mode,Midea,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Google AI Mode,Samsung,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Perplexity,Electrolux,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Perplexity,Consul,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Perplexity,Brastemp,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Perplexity,Midea,,,,0,nao classificado,lavanderia
Quais capacidades de lavadoras são ideais para famílias de 4 pessoas?,Perplexity,Samsung,,,,0,nao classificado,lavanderia
Quais características avaliar em uma side by side para cozinha planejada?,All AI Platforms,Electrolux,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,All AI Platforms,Consul,2.0,,100%,1,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,All AI Platforms,Brastemp,1.0,,100%,1,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,All AI Platforms,Midea,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,All AI Platforms,Samsung,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,ChatGPT,Electrolux,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,ChatGPT,Consul,2.0,new,100%,1,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,ChatGPT,Brastemp,1.0,new,100%,1,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,ChatGPT,Midea,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,ChatGPT,Samsung,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Gemini,Electrolux,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Gemini,Consul,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Gemini,Brastemp,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Gemini,Midea,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Gemini,Samsung,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Google AI Mode,Electrolux,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Google AI Mode,Consul,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Google AI Mode,Brastemp,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Google AI Mode,Midea,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Google AI Mode,Samsung,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Perplexity,Electrolux,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Perplexity,Consul,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Perplexity,Brastemp,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Perplexity,Midea,,,,0,especificacao produto,geladeira
Quais características avaliar em uma side by side para cozinha planejada?,Perplexity,Samsung,,,,0,especificacao produto,geladeira
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,All AI Platforms,Electrolux,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,All AI Platforms,Consul,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,All AI Platforms,Brastemp,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,All AI Platforms,Midea,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,All AI Platforms,Samsung,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Gemini,Electrolux,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Gemini,Consul,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Gemini,Brastemp,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Gemini,Midea,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Gemini,Samsung,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Google AI Mode,Electrolux,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Google AI Mode,Consul,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Google AI Mode,Brastemp,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Google AI Mode,Midea,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Google AI Mode,Samsung,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Perplexity,Electrolux,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Perplexity,Midea,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,ChatGPT,Electrolux,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,ChatGPT,Midea,,,,0,nao classificado,sem categoria
Quais ciclos de lavagem protegem roupas delicadas e esportivas?,ChatGPT,Samsung,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,All AI Platforms,Electrolux,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,All AI Platforms,Consul,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,All AI Platforms,Brastemp,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,All AI Platforms,Midea,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,All AI Platforms,Samsung,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Gemini,Electrolux,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Gemini,Consul,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Gemini,Brastemp,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Gemini,Midea,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Gemini,Samsung,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Google AI Mode,Electrolux,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Google AI Mode,Consul,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Google AI Mode,Brastemp,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Google AI Mode,Midea,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Google AI Mode,Samsung,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Perplexity,Electrolux,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Perplexity,Consul,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Perplexity,Brastemp,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Perplexity,Midea,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,Perplexity,Samsung,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,ChatGPT,Electrolux,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,ChatGPT,Consul,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,ChatGPT,Brastemp,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,ChatGPT,Midea,,,,0,nao classificado,sem categoria
Quais cuidados com aterramento elétrico para grandes eletrodomésticos?,ChatGPT,Samsung,,,,0,nao classificado,sem categoria
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,All AI Platforms,Electrolux,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,All AI Platforms,Consul,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,All AI Platforms,Brastemp,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,All AI Platforms,Midea,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,All AI Platforms,Samsung,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Gemini,Electrolux,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Gemini,Consul,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Gemini,Brastemp,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Gemini,Midea,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Gemini,Samsung,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Google AI Mode,Electrolux,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Google AI Mode,Consul,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Google AI Mode,Brastemp,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Google AI Mode,Midea,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Google AI Mode,Samsung,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Perplexity,Electrolux,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Perplexity,Consul,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Perplexity,Brastemp,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Perplexity,Midea,,lost,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,Perplexity,Samsung,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,ChatGPT,Electrolux,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,ChatGPT,Consul,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,ChatGPT,Brastemp,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,ChatGPT,Midea,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados de instalação garantem melhor eficiência do ar-condicionado?,ChatGPT,Samsung,,,,0,aquisicao e comparacao,ar condicionado
Quais cuidados na instalação de cooktops e fornos embutidos?,All AI Platforms,Electrolux,1.0,,0%,1,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,All AI Platforms,Consul,,,,0,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,All AI Platforms,Brastemp,,,,0,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,All AI Platforms,Midea,1.0,,0%,1,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,All AI Platforms,Samsung,,,,0,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,Perplexity,Electrolux,1.0,+1.0,0%,1,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,Perplexity,Consul,,,,0,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,Perplexity,Brastemp,,,,0,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,Perplexity,Midea,,,,0,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,Perplexity,Samsung,,,,0,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,ChatGPT,Electrolux,,,,0,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,ChatGPT,Consul,,,,0,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,ChatGPT,Brastemp,,,,0,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,ChatGPT,Midea,1.0,new,0%,1,nao classificado,coccao
Quais cuidados na instalação de cooktops e fornos embutidos?,ChatGPT,Samsung,,,,0,nao classificado,coccao
