fonte,topico,texto,llm,familia,categoria,marcas_mencionadas,n_fontes_citadas,relevancia
prompts_topico_hisense,hisense,"Quais domínios brasileiros comuns (educação, uniformes, empresas locais) costumam usar siglas parecidas com 'jp higi' em seus nomes ou marcas?",gemini,nao classificado,sem categoria,4,0,87
prompts_topico_hisense,hisense,"Quais domínios brasileiros comuns (educação, uniformes, empresas locais) costumam usar siglas parecidas com 'jp higi' em seus nomes ou marcas?",google_ai_mode,nao classificado,sem categoria,4,1,87
prompts_topico_hisense,hisense,Quais são as melhores estratégias para evitar vieses ao analisar informações em português?,gemini,aquisicao e comparacao,sem categoria,4,0,87
prompts_topico_hisense,hisense,Geladeiras Hisense,chatgpt,nao classificado,geladeira,4,13,87
prompts_topico_hisense,hisense,ファン同士の交流や創作を楽しむ際に役立つ、適切な検索キーワードの例を挙げてください。,gemini,nao classificado,sem categoria,4,0,87
prompts_topico_hisense,hisense,このテーマに関する最新の安全ガイドラインや年齢制限の注意点を教えてください。,google_ai_mode,nao classificado,sem categoria,4,10,87
prompts_topico_hisense,hisense,Como funciona o acesso ao Manus IA e quais são os planos ou preços típicos para usuários?,google_ai_mode,nao classificado,sem categoria,4,0,87
prompts_topico_hisense,hisense,manus ai,google_ai_overview,nao classificado,sem categoria,4,7,87
prompts_topico_hisense,hisense,inshits,google_ai_overview,nao classificado,sem categoria,4,8,87
prompts_topico_hisense,hisense,manus ai como usar,google_ai_overview,manual e uso,sem categoria,4,7,87
prompts_topico_hisense,hisense,ciencia de todos,google_ai_overview,nao classificado,sem categoria,4,8,87
prompts_topico_hisense,hisense,Quais são as melhores lojas online no Brasil para comprar essências/interessências?,chatgpt,aquisicao e comparacao,sem categoria,4,39,87
prompts_topico_hisense,hisense,nova ia da china,google_ai_overview,nao classificado,sem categoria,4,3,87
prompts_topico_hisense,hisense,"O que saber ao comprar Hanes em marketplaces brasileiros (cuidados com prazos, tamanho e reputação de vendedores)?",chatgpt,aquisicao e comparacao,sem categoria,4,12,87
prompts_topico_hisense,hisense,Quais são as principais aplicações de uma IA chamada Manus IA e como ela pode ajudar no meu dia a dia?,google_ai_mode,nao classificado,sem categoria,4,0,87
prompts_topico_hisense,hisense,website o que é,google_ai_overview,nao classificado,sem categoria,4,3,87
prompts_topico_hisense,hisense,hiss tradução,google_ai_overview,nao classificado,sem categoria,4,4,87
prompts_topico_hisense,hisense,puru puru pururin,google_ai_overview,nao classificado,sem categoria,4,2,87
prompts_topico_hisense,hisense,Quais são os produtos Hanes mais populares no Brasil e onde encontrá-los?,google_ai_mode,nao classificado,sem categoria,3,3,87
prompts_topico_hisense,hisense,Como escolher entre as linhas de camisetas e roupas íntimas da Hanes disponíveis no país?,google_ai_mode,aquisicao e comparacao,sem categoria,3,5,87
prompts_topico_hisense,hisense,Onde encontrar definições confiáveis de 'ciente' e de seus sinônimos na internet?,chatgpt,nao classificado,sem categoria,3,12,87
prompts_topico_hisense,hisense,Quais são as melhores lojas online no Brasil para comprar Hanes com frete rápido e garantia de autenticidade?,google_ai_mode,garantia,sem categoria,3,4,87
prompts_topico_hisense,hisense,websites tradução,google_ai_overview,nao classificado,sem categoria,3,12,87
prompts_topico_hisense,hisense,Perfis Zaneti,google_ai_mode,nao classificado,sem categoria,3,4,87
prompts_topico_hisense,hisense,Why is 'hiss' linked with Megan Thee Stallion in media and lyrics?,gemini,nao classificado,sem categoria,3,4,87
prompts_topico_hisense,hisense,O que significa o termo 'Interessências' e como ele ganhou relevância no Rio Preto?,chatgpt,nao classificado,sem categoria,3,16,87
prompts_topico_hisense,hisense,o que é site,google_ai_overview,nao classificado,sem categoria,3,10,87
prompts_topico_hisense,hisense,Como encontrar perfis legítimos de Zaneti nas redes sociais sem cair em informações falsas?,google_ai_mode,nao classificado,sem categoria,3,5,87
prompts_topico_hisense,hisense,"Quais estratégias de busca você recomendaria para encontrar informações relacionadas a termos curtos com iniciais ('jp higi', 'jphigi') em portais de educação e comércio no Brasil?",google_ai_mode,nao classificado,sem categoria,3,2,87
prompts_topico_hisense,hisense,manuce ia,google_ai_overview,nao classificado,sem categoria,3,6,87
prompts_topico_hisense,hisense,Quais são as melhores práticas para integrar o Manus IA em projetos de tecnologia ou negócios?,google_ai_mode,aquisicao e comparacao,sem categoria,3,0,87
prompts_topico_hisense,hisense,Quem é Hermes Zaneti Jr e quais são suas contribuições conhecidas?,google_ai_mode,nao classificado,sem categoria,3,4,87
prompts_topico_hisense,hisense,Quem é Hermes Zaneti Jr e quais são suas contribuições conhecidas?,chatgpt,nao classificado,sem categoria,3,13,87
prompts_topico_hisense,hisense,Hiss Mentions & Translations,google_ai_mode,nao classificado,sem categoria,3,10,87
prompts_topico_hisense,hisense,What are common issues with the Hisense U7N and how can I troubleshoot them?,gemini,nao classificado,sem categoria,3,1,87
prompts_topico_hisense,hisense,Existem variações de grafia ou pseudônimos relacionados a 'Hyeser' que eu devo considerar ao buscar por esse grupo de termos?,gemini,nao classificado,sem categoria,3,0,87
prompts_topico_hisense,hisense,Quais são as informações públicas sobre a marca ou pessoa chamada 'Hyeser' e 'Hyeser Souza' no Brasil?,gemini,nao classificado,sem categoria,3,0,87
prompts_topico_hisense,hisense,Quais são as informações públicas sobre a marca ou pessoa chamada 'Hyeser' e 'Hyeser Souza' no Brasil?,google_ai_mode,nao classificado,sem categoria,3,0,87
prompts_topico_hisense,hisense,What accessories or settings optimize picture and sound quality for the Hisense U7N?,chatgpt,nao classificado,sem categoria,3,24,87
prompts_topico_hisense,hisense,What accessories or settings optimize picture and sound quality for the Hisense U7N?,google_ai_mode,nao classificado,sem categoria,3,0,87
prompts_topico_hisense,hisense,Quais empresas ou projetos estão associados ao sobrenome Zaneti no Brasil?,google_ai_mode,nao classificado,sem categoria,3,4,87
prompts_topico_hisense,hisense,What are the main specs of the Hisense U7N TV and how does it compare to similar models?,gemini,nao classificado,tv e outros,3,4,87
prompts_topico_hisense,hisense,Quais são as melhores estratégias para evitar vieses ao analisar informações em português?,google_ai_mode,aquisicao e comparacao,sem categoria,3,0,87
prompts_topico_hisense,hisense,ciencia de ciente,google_ai_overview,nao classificado,sem categoria,3,6,87
prompts_topico_hisense,hisense,ファン同士の交流や創作を楽しむ際に役立つ、適切な検索キーワードの例を挙げてください。,chatgpt,nao classificado,sem categoria,3,12,87
prompts_topico_hisense,hisense,Hanes no Brasil,google_ai_mode,nao classificado,sem categoria,3,5,87
prompts_topico_hisense,hisense,site o que é,google_ai_overview,nao classificado,sem categoria,3,11,87
prompts_topico_hisense,hisense,Como funciona o acesso ao Manus IA e quais são os planos ou preços típicos para usuários?,chatgpt,nao classificado,sem categoria,3,15,87
prompts_topico_hisense,hisense,in sites,google_ai_overview,nao classificado,sem categoria,3,4,87
prompts_topico_hisense,hisense,syens vrb,google_ai_overview,nao classificado,sem categoria,3,5,87
prompts_topico_hisense,hisense,Quais são as tendências de pesquisa e consumo relacionadas a 'interessências' no Brasil atualmente?,gemini,consumo e eficiencia,sem categoria,3,0,87
prompts_topico_hisense,hisense,segue para ciência,google_ai_overview,nao classificado,sem categoria,3,8,87
prompts_topico_hisense,hisense,Gunas e Filosofia Indiana,google_ai_mode,nao classificado,sem categoria,3,6,87
prompts_topico_hisense,hisense,nova ia chinesa,google_ai_overview,nao classificado,sem categoria,3,4,87
prompts_topico_hisense,hisense,insigths,google_ai_overview,nao classificado,sem categoria,3,11,87
prompts_topico_hisense,hisense,o'que é website,google_ai_overview,nao classificado,sem categoria,3,13,87
prompts_topico_hisense,hisense,o que significa website,google_ai_overview,nao classificado,sem categoria,3,3,87
prompts_topico_hisense,hisense,"Como escolher entre fragrâncias de essências disponíveis em plataformas como Magazine Luiza, Shopee ou Facebook/Instagram?",chatgpt,aquisicao e comparacao,sem categoria,3,12,87
prompts_topico_hisense,hisense,hanes tops,google_ai_overview,nao classificado,sem categoria,3,5,87
prompts_topico_hisense,hisense,termo de ciencia,google_ai_overview,nao classificado,sem categoria,3,9,87
prompts_topico_hisense,hisense,A geladeira Hisense é boa em consumo de energia em comparação com outras marcas?,google_ai_mode,consumo e eficiencia,geladeira,3,9,87
prompts_topico_hisense,hisense,検索時に有効な関連キーワードや検索クエリの例を知りたいです、例えばどんな語を組み合わせると良いですか？,gemini,nao classificado,sem categoria,3,0,87
prompts_topico_hisense,hisense,ia chinesa manus,google_ai_overview,nao classificado,sem categoria,2,6,87
prompts_topico_hisense,hisense,"Quais são os possíveis significados de termos assim, quando aparecem em conteúdos brasileiros, e como distingui-los?",gemini,nao classificado,sem categoria,2,0,87
prompts_topico_hisense,hisense,insights sinônimo,google_ai_overview,nao classificado,sem categoria,2,3,87
prompts_topico_hisense,hisense,Perfis Zaneti,chatgpt,nao classificado,sem categoria,2,0,87
prompts_topico_hisense,hisense,gunas,google_ai_overview,nao classificado,sem categoria,2,9,87
prompts_topico_hisense,hisense,この『pururin』系の日本語表現はどんな意味合いで使われることが多いですか？,gemini,nao classificado,sem categoria,2,0,87
prompts_topico_hisense,hisense,frigobar hisense,google_ai_overview,nao classificado,sem categoria,2,6,87
prompts_topico_hisense,hisense,saite ou site,google_ai_overview,nao classificado,sem categoria,2,2,87
prompts_topico_hisense,hisense,Hyeser no Brasil,google_ai_mode,nao classificado,sem categoria,2,6,87
prompts_topico_hisense,hisense,cientes ou sientes,google_ai_overview,nao classificado,sem categoria,2,3,87
prompts_topico_hisense,hisense,manus ia chinesa,google_ai_overview,nao classificado,sem categoria,2,4,87
prompts_topico_hisense,hisense,Interesses e Essências,google_ai_mode,nao classificado,sem categoria,2,7,87
prompts_topico_hisense,hisense,"Quais estratégias de busca você recomendaria para encontrar informações relacionadas a termos curtos com iniciais ('jp higi', 'jphigi') em portais de educação e comércio no Brasil?",chatgpt,nao classificado,sem categoria,2,13,87
prompts_topico_hisense,hisense,Nyakumi に関する専門用語や略語を分かりやすく解説してください。,google_ai_mode,nao classificado,sem categoria,2,4,87
prompts_topico_hisense,hisense,ホシンカンリ（方針管理）,google_ai_mode,nao classificado,sem categoria,2,5,87
prompts_topico_hisense,hisense,hainan adası,google_ai_overview,nao classificado,sem categoria,2,8,87
prompts_topico_hisense,hisense,小規模企業でホシンカンリを導入する具体的な手順を教えてください。,google_ai_mode,nao classificado,sem categoria,2,1,87
prompts_topico_hisense,hisense,insights sinonimo,google_ai_overview,nao classificado,sem categoria,2,7,87
prompts_topico_hisense,hisense,o que insights,google_ai_overview,nao classificado,sem categoria,2,13,87
prompts_topico_hisense,hisense,enviesa,google_ai_overview,nao classificado,sem categoria,2,4,87
prompts_topico_hisense,hisense,sinônimos de insights,google_ai_overview,nao classificado,sem categoria,2,5,87
prompts_topico_hisense,hisense,Quais são sinônimos ou formas alternativas para se referir a esse conceito em textos jurídicos ou formais,google_ai_mode,nao classificado,sem categoria,2,10,87
prompts_topico_hisense,hisense,Qual a melhor estratégia para estabelecer uma presença online para o nome 'Hyeser' usando domínios como hyeser.com.br e as plataformas sociais?,google_ai_mode,aquisicao e comparacao,sem categoria,2,8,87
prompts_topico_hisense,hisense,oque é insights,google_ai_overview,nao classificado,sem categoria,2,9,87
prompts_topico_hisense,hisense,ter ciência,google_ai_overview,nao classificado,sem categoria,2,3,87
prompts_topico_hisense,hisense,insigh,google_ai_overview,nao classificado,sem categoria,2,12,87
prompts_topico_hisense,hisense,What are the main specs of the Hisense U7N TV and how does it compare to similar models?,google_ai_mode,nao classificado,tv e outros,2,0,87
prompts_topico_hisense,hisense,Hisense U7N TV models,google_ai_mode,marca e navegacao,tv e outros,2,0,87
prompts_topico_hisense,hisense,o que significa um site,google_ai_overview,nao classificado,sem categoria,2,9,87
prompts_topico_hisense,hisense,vrb sistemasyens,google_ai_overview,nao classificado,sem categoria,2,6,87
prompts_topico_hisense,hisense,ia manaus,google_ai_overview,nao classificado,sem categoria,2,8,87
prompts_topico_hisense,hisense,significado de site,google_ai_overview,nao classificado,sem categoria,2,12,87
prompts_topico_hisense,hisense,ciencia de estar ciente,google_ai_overview,nao classificado,sem categoria,2,5,87
prompts_topico_hisense,hisense,sistema syens,google_ai_overview,nao classificado,sem categoria,2,4,87
prompts_topico_hisense,hisense,siente ciente,google_ai_overview,nao classificado,sem categoria,2,4,87
prompts_topico_hisense,hisense,insights tradução,google_ai_overview,nao classificado,sem categoria,2,8,87
prompts_topico_hisense,hisense,palavra ciente,google_ai_overview,nao classificado,sem categoria,2,8,87
prompts_topico_hisense,hisense,Quais são as diferenças entre os termos 'Lelo Zaneti' e 'Zaneti' quando procuro pessoas públicas online?,google_ai_mode,nao classificado,sem categoria,2,4,87
prompts_topico_hisense,hisense,Insights e Significados,google_ai_mode,nao classificado,sem categoria,2,10,87
prompts_topico_hisense,hisense,ciente sinonimo,google_ai_overview,nao classificado,sem categoria,2,2,87
prompts_topico_hisense,hisense,dar ciência significado,google_ai_overview,nao classificado,sem categoria,2,6,87
prompts_topico_hisense,hisense,Quais são as tendências de pesquisa e consumo relacionadas a 'interessências' no Brasil atualmente?,chatgpt,consumo e eficiencia,sem categoria,2,20,87
prompts_topico_hisense,hisense,JP Higi Phrases,gemini,nao classificado,sem categoria,2,0,87
prompts_topico_hisense,hisense,雑旅ってどういう意味ですか？アニメや日本語表現の文脈でどんな場面で使われますか？,gemini,nao classificado,sem categoria,2,0,87
prompts_topico_hisense,hisense,Gunas e Filosofia Indiana,gemini,nao classificado,sem categoria,2,4,87
prompts_topico_hisense,hisense,significado de web,google_ai_overview,nao classificado,sem categoria,2,12,87
prompts_topico_hisense,hisense,sistema vrb,google_ai_overview,nao classificado,sem categoria,2,4,87
prompts_topico_hisense,hisense,ai da china,google_ai_overview,nao classificado,sem categoria,2,11,87
prompts_topico_hisense,hisense,que website,google_ai_overview,nao classificado,sem categoria,2,7,87
prompts_topico_hisense,hisense,Hainan Adası (Çin),google_ai_mode,nao classificado,sem categoria,2,21,87
prompts_topico_hisense,hisense,rajas,google_ai_overview,nao classificado,sem categoria,2,0,87
prompts_topico_hisense,hisense,o que quer dizer insights,google_ai_overview,nao classificado,sem categoria,2,9,87
prompts_topico_hisense,hisense,ciencia sinonimos,google_ai_overview,nao classificado,sem categoria,2,6,87
prompts_topico_hisense,hisense,manuz,google_ai_overview,nao classificado,sem categoria,2,5,87
prompts_topico_hisense,hisense,Qual é a diferença entre heijunka e Kanban no Lean e como eles se complementam?,chatgpt,aquisicao e comparacao,sem categoria,2,24,87
prompts_topico_hisense,hisense,Qual é a diferença entre heijunka e Kanban no Lean e como eles se complementam?,gemini,aquisicao e comparacao,sem categoria,2,0,87
prompts_topico_hisense,hisense,hiss,google_ai_overview,nao classificado,sem categoria,2,4,87
prompts_topico_hisense,hisense,site em português,google_ai_overview,nao classificado,sem categoria,2,9,87
prompts_topico_hisense,hisense,cientes,google_ai_overview,nao classificado,sem categoria,2,3,87
prompts_topico_hisense,hisense,o que é o site,google_ai_overview,nao classificado,sem categoria,2,18,87
prompts_topico_hisense,hisense,o que e sites,google_ai_overview,nao classificado,sem categoria,2,10,87
prompts_topico_hisense,hisense,web site ou website,google_ai_overview,nao classificado,sem categoria,2,9,87
prompts_topico_hisense,hisense,viscondedoriobranco sistemasyens com br,google_ai_overview,nao classificado,sem categoria,2,2,87
prompts_topico_hisense,hisense,o que um site,google_ai_overview,nao classificado,sem categoria,2,9,87
prompts_topico_hisense,hisense,hyeser,google_ai_overview,nao classificado,sem categoria,2,8,87
prompts_topico_hisense,hisense,ホシンカンリと他の戦略計画手法の違いは何ですか？,chatgpt,nao classificado,sem categoria,2,12,87
prompts_topico_hisense,hisense,insaites,google_ai_overview,nao classificado,sem categoria,2,10,87
prompts_topico_hisense,hisense,manu ia,google_ai_overview,nao classificado,sem categoria,2,7,87
prompts_topico_hisense,hisense,sinonimo de ciente,google_ai_overview,nao classificado,sem categoria,2,2,87
prompts_topico_hisense,hisense,Quais são os significados mais comuns de insights em português e como eles são usados no dia a dia?,google_ai_mode,nao classificado,sem categoria,2,10,87
prompts_topico_hisense,hisense,sinonimos de ciencia,google_ai_overview,nao classificado,sem categoria,2,2,87
prompts_topico_hisense,hisense,ia manaus china,google_ai_overview,nao classificado,sem categoria,2,9,87
prompts_topico_hisense,hisense,manos ia,google_ai_overview,nao classificado,sem categoria,1,7,87
prompts_topico_hisense,hisense,ciencia de ciente tem acento,google_ai_overview,nao classificado,sem categoria,1,6,87
prompts_topico_hisense,hisense,Heijunka e Kanban,chatgpt,nao classificado,sem categoria,1,13,87
prompts_topico_hisense,hisense,Heijunka e Kanban,gemini,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,siente,google_ai_overview,nao classificado,sem categoria,1,2,87
prompts_topico_hisense,hisense,Manus IA,gemini,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,pururin,google_ai_overview,nao classificado,sem categoria,1,4,87
prompts_topico_hisense,hisense,maus ia,google_ai_overview,nao classificado,sem categoria,1,4,87
prompts_topico_hisense,hisense,Como escolher entre as linhas de camisetas e roupas íntimas da Hanes disponíveis no país?,gemini,aquisicao e comparacao,sem categoria,1,0,87
prompts_topico_hisense,hisense,manus i.a,google_ai_overview,nao classificado,sem categoria,1,8,87
prompts_topico_hisense,hisense,o que é website,google_ai_overview,nao classificado,sem categoria,1,8,87
prompts_topico_hisense,hisense,Onde posso encontrar peças ou assistência para geladeiras Hisense no Brasil?,chatgpt,assistencia e reparo,geladeira,1,12,87
prompts_topico_hisense,hisense,siente ou ciente qual o correto,google_ai_overview,nao classificado,sem categoria,1,5,87
prompts_topico_hisense,hisense,Ulaşım açısından Hainan'da hangi şehirler arası veya ada içi ulaşım seçenekleri daha konforlu ve uygun?,chatgpt,nao classificado,sem categoria,1,11,87
prompts_topico_hisense,hisense,o que e um website,google_ai_overview,nao classificado,sem categoria,1,4,87
prompts_topico_hisense,hisense,Perfis Zaneti,gemini,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,geladeira hisense,google_ai_overview,nao classificado,geladeira,1,7,87
prompts_topico_hisense,hisense,i.a manus,google_ai_overview,nao classificado,sem categoria,1,8,87
prompts_topico_hisense,hisense,Why is 'hiss' linked with Megan Thee Stallion in media and lyrics?,google_ai_mode,nao classificado,sem categoria,1,11,87
prompts_topico_hisense,hisense,Hyeser no Brasil,gemini,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,geladeira inverse hisense,google_ai_overview,nao classificado,geladeira,1,8,87
prompts_topico_hisense,hisense,hoshin,google_ai_overview,nao classificado,sem categoria,1,9,87
prompts_topico_hisense,hisense,tenho ciencia disso,google_ai_overview,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,Quais os principais benefícios de usar heijunka para reduzir variações e forçar o fluxo?,google_ai_mode,nao classificado,sem categoria,1,5,87
prompts_topico_hisense,hisense,Quais os principais benefícios de usar heijunka para reduzir variações e forçar o fluxo?,chatgpt,nao classificado,sem categoria,1,22,87
prompts_topico_hisense,hisense,Quais os principais benefícios de usar heijunka para reduzir variações e forçar o fluxo?,gemini,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,side by side hisense,google_ai_overview,especificacao produto,geladeira,1,8,87
prompts_topico_hisense,hisense,hisense geladeira é boa,google_ai_overview,marca e navegacao,geladeira,1,5,87
prompts_topico_hisense,hisense,O que significa o termo 'Interessências' e como ele ganhou relevância no Rio Preto?,google_ai_mode,nao classificado,sem categoria,1,7,87
prompts_topico_hisense,hisense,geladeira hisense é boa,google_ai_overview,nao classificado,geladeira,1,7,87
prompts_topico_hisense,hisense,desencargo de conciencia,google_ai_overview,nao classificado,sem categoria,1,5,87
prompts_topico_hisense,hisense,refrigerador hisense,google_ai_overview,nao classificado,geladeira,1,7,87
prompts_topico_hisense,hisense,heijunka,google_ai_overview,nao classificado,sem categoria,1,8,87
prompts_topico_hisense,hisense,o que é enviesado,google_ai_overview,nao classificado,sem categoria,1,6,87
prompts_topico_hisense,hisense,geladeira essence,google_ai_overview,nao classificado,geladeira,1,10,87
prompts_topico_hisense,hisense,sistema syens visconde do rio branco,google_ai_overview,nao classificado,sem categoria,1,5,87
prompts_topico_hisense,hisense,hisense geladeira,google_ai_overview,marca e navegacao,geladeira,1,17,87
prompts_topico_hisense,hisense,Sistema Syens VRB,google_ai_mode,nao classificado,sem categoria,1,5,87
prompts_topico_hisense,hisense,Sistema Syens VRB,chatgpt,nao classificado,sem categoria,1,12,87
prompts_topico_hisense,hisense,sistemasyens,google_ai_overview,nao classificado,sem categoria,1,6,87
prompts_topico_hisense,hisense,小規模企業でホシンカンリを導入する具体的な手順を教えてください。,gemini,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,por desencargo de consciência,google_ai_overview,nao classificado,sem categoria,1,3,87
prompts_topico_hisense,hisense,como se escreve a palavra ciente,google_ai_overview,nao classificado,sem categoria,1,3,87
prompts_topico_hisense,hisense,Como posso identificar o idioma de expressões curtas como 'jp higi' e 'jphigi' usando apenas o código ISO de dois letters?,google_ai_mode,nao classificado,sem categoria,1,2,87
prompts_topico_hisense,hisense,Como posso identificar o idioma de expressões curtas como 'jp higi' e 'jphigi' usando apenas o código ISO de dois letters?,gemini,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,descargo ou desencargo de consciência,google_ai_overview,nao classificado,sem categoria,1,5,87
prompts_topico_hisense,hisense,inteligência artificial manus,google_ai_overview,nao classificado,sem categoria,1,9,87
prompts_topico_hisense,hisense,comprar acesso manus,google_ai_overview,aquisicao e comparacao,sem categoria,1,5,87
prompts_topico_hisense,hisense,hisense u7n,google_ai_overview,marca e navegacao,sem categoria,1,9,87
prompts_topico_hisense,hisense,Existem variações de grafia ou pseudônimos relacionados a 'Hyeser' que eu devo considerar ao buscar por esse grupo de termos?,google_ai_mode,nao classificado,sem categoria,1,2,87
prompts_topico_hisense,hisense,inviesada,google_ai_overview,nao classificado,sem categoria,1,6,87
prompts_topico_hisense,hisense,Você pode me explicar o que é o Sistema Syens VRB e como ele é usado no dia a dia?,chatgpt,nao classificado,sem categoria,1,24,87
prompts_topico_hisense,hisense,estou ciente,google_ai_overview,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,i.a. manus,google_ai_overview,nao classificado,sem categoria,1,11,87
prompts_topico_hisense,hisense,o que são insights,google_ai_overview,nao classificado,sem categoria,1,12,87
prompts_topico_hisense,hisense,"Quais domínios brasileiros comuns (educação, uniformes, empresas locais) costumam usar siglas parecidas com 'jp higi' em seus nomes ou marcas?",chatgpt,nao classificado,sem categoria,1,12,87
prompts_topico_hisense,hisense,hisense freezer,google_ai_overview,marca e navegacao,freezer,1,5,87
prompts_topico_hisense,hisense,visconde do rio branco sistema syens,google_ai_overview,nao classificado,sem categoria,1,4,87
prompts_topico_hisense,hisense,geladeiras hisense,google_ai_overview,nao classificado,geladeira,1,5,87
prompts_topico_hisense,hisense,Geladeiras Hisense,google_ai_mode,nao classificado,geladeira,1,17,87
prompts_topico_hisense,hisense,Geladeiras Hisense,gemini,nao classificado,geladeira,1,0,87
prompts_topico_hisense,hisense,manus ai é gratuito,google_ai_overview,nao classificado,sem categoria,1,4,87
prompts_topico_hisense,hisense,hiss traducao,google_ai_overview,nao classificado,sem categoria,1,9,87
prompts_topico_hisense,hisense,para ciência de todos significado,google_ai_overview,nao classificado,sem categoria,1,5,87
prompts_topico_hisense,hisense,"Existe alguma diferença entre as várias siglas como 'VRB', 'Visconde do Rio Branco' relacionadas ao Sistema Syens que eu deva conhecer?",google_ai_mode,aquisicao e comparacao,sem categoria,1,11,87
prompts_topico_hisense,hisense,"Existe alguma diferença entre as várias siglas como 'VRB', 'Visconde do Rio Branco' relacionadas ao Sistema Syens que eu deva conhecer?",chatgpt,aquisicao e comparacao,sem categoria,1,12,87
prompts_topico_hisense,hisense,manaus ai,google_ai_overview,nao classificado,sem categoria,1,9,87
prompts_topico_hisense,hisense,ciência ciente,google_ai_overview,nao classificado,sem categoria,1,4,87
prompts_topico_hisense,hisense,jp higi,google_ai_overview,nao classificado,sem categoria,1,4,87
prompts_topico_hisense,hisense,termo de ciência,google_ai_overview,nao classificado,sem categoria,1,6,87
prompts_topico_hisense,hisense,definir site,google_ai_overview,nao classificado,sem categoria,1,16,87
prompts_topico_hisense,hisense,"Hainan'da gezilecek başlıca yerler ve plajlar nelerdir, gezinizi hangi sırayla planlamalıyım?",gemini,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,Quais são as diferenças entre os termos 'Lelo Zaneti' e 'Zaneti' quando procuro pessoas públicas online?,gemini,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,Quais são as diferenças entre os termos 'Lelo Zaneti' e 'Zaneti' quando procuro pessoas públicas online?,chatgpt,nao classificado,sem categoria,1,13,87
prompts_topico_hisense,hisense,Quais são as tendências de pesquisa e consumo relacionadas a 'interessências' no Brasil atualmente?,google_ai_mode,consumo e eficiencia,sem categoria,1,4,87
prompts_topico_hisense,hisense,Quais funções principais o Sistema Syens oferece para usuários de órgãos públicos?,chatgpt,nao classificado,sem categoria,1,20,87
prompts_topico_hisense,hisense,Hentai Kaiフレーズ集,chatgpt,nao classificado,sem categoria,1,6,87
prompts_topico_hisense,hisense,雑旅ってどういう意味ですか？アニメや日本語表現の文脈でどんな場面で使われますか？,google_ai_mode,nao classificado,sem categoria,1,4,87
prompts_topico_hisense,hisense,雑旅ってどういう意味ですか？アニメや日本語表現の文脈でどんな場面で使われますか？,chatgpt,nao classificado,sem categoria,1,12,87
prompts_topico_hisense,hisense,manos ai,google_ai_overview,nao classificado,sem categoria,1,7,87
prompts_topico_hisense,hisense,Quais são os passos práticos para implementar um heijunka box na minha linha de produção?,chatgpt,nao classificado,sem categoria,1,19,87
prompts_topico_hisense,hisense,cervejeira hisense,google_ai_overview,nao classificado,sem categoria,1,5,87
prompts_topico_hisense,hisense,ia manu,google_ai_overview,nao classificado,sem categoria,1,11,87
prompts_topico_hisense,hisense,heijunka box,google_ai_overview,nao classificado,sem categoria,1,7,87
prompts_topico_hisense,hisense,acesso profissional sistema syens,google_ai_overview,nao classificado,sem categoria,1,7,87
prompts_topico_hisense,hisense,Quais são as diferenças entre os modelos Hisense side by side e French Door?,google_ai_mode,especificacao produto,geladeira,1,10,87
prompts_topico_hisense,hisense,Quais são as diferenças entre os modelos Hisense side by side e French Door?,gemini,especificacao produto,geladeira,1,2,87
prompts_topico_hisense,hisense,Quais são as diferenças entre os modelos Hisense side by side e French Door?,chatgpt,especificacao produto,geladeira,1,12,87
prompts_topico_hisense,hisense,h.i.s.s.,google_ai_overview,nao classificado,sem categoria,1,1,87
prompts_topico_hisense,hisense,adega hisense,google_ai_overview,nao classificado,adega,1,8,87
prompts_topico_hisense,hisense,o que significa insights,google_ai_overview,nao classificado,sem categoria,1,8,87
prompts_topico_hisense,hisense,insights sinonimos,google_ai_overview,nao classificado,sem categoria,1,6,87
prompts_topico_hisense,hisense,O Homem e o Pensamento,chatgpt,nao classificado,sem categoria,1,13,87
prompts_topico_hisense,hisense,O Homem e o Pensamento,google_ai_mode,nao classificado,sem categoria,1,5,87
prompts_topico_hisense,hisense,o que é um website,google_ai_overview,nao classificado,sem categoria,1,7,87
prompts_topico_hisense,hisense,inviesado,google_ai_overview,nao classificado,sem categoria,1,7,87
prompts_topico_hisense,hisense,o que e um site,google_ai_overview,nao classificado,sem categoria,1,12,87
prompts_topico_hisense,hisense,雑旅ボキャブラリー,chatgpt,nao classificado,sem categoria,1,12,87
prompts_topico_hisense,hisense,雑旅ボキャブラリー,gemini,nao classificado,sem categoria,1,0,87
prompts_topico_hisense,hisense,manus.im,google_ai_overview,nao classificado,sem categoria,1,10,87
prompts_topico_hisense,hisense,o que é um site,google_ai_overview,nao classificado,sem categoria,1,7,87
